market_key,market_display_name,player_id,player_name,team,position,line,model_projection,model_over_probability,decision_status,usage_status,notes
receptions,Receptions,,J.Chase,CIN,WR,3.5,5.27720654112724,0.829602682744959,Watchlist Only - No Odds,Research Only - No Odds | Historical Test Only | Not Betting Ready,"No sportsbook odds are loaded. This is a model-probability watchlist, not a betting board."
receptions,Receptions,,P.Nacua,LA,WR,3.5,5.176884536794578,0.8156265190031139,Watchlist Only - No Odds,Research Only - No Odds | Historical Test Only | Not Betting Ready,"No sportsbook odds are loaded. This is a model-probability watchlist, not a betting board."
receptions,Receptions,,T.Higgins,CIN,WR,3.5,4.678326076218257,0.7361731813791045,Watchlist Only - No Odds,Research Only - No Odds | Historical Test Only | Not Betting Ready,"No sportsbook odds are loaded. This is a model-probability watchlist, not a betting board."
receptions,Receptions,,B.Thomas,JAX,WR,3.5,4.643276467211669,0.7299973427256381,Watchlist Only - No Odds,Research Only - No Odds | Historical Test Only | Not Betting Ready,"No sportsbook odds are loaded. This is a model-probability watchlist, not a betting board."
receptions,Receptions,,J.Jeudy,CLE,WR,3.5,4.637735465224698,0.7290144214640129,Watchlist Only - No Odds,Research Only - No Odds | Historical Test Only | Not Betting Ready,"No sportsbook odds are loaded. This is a model-probability watchlist, not a betting board."
receptions,Receptions,,J.Jefferson,MIN,WR,3.5,4.606112699507349,0.7233709045456427,Watchlist Only - No Odds,Research Only - No Odds | Historical Test Only | Not Betting Ready,"No sportsbook odds are loaded. This is a model-probability watchlist, not a betting board."
receptions,Receptions,,A.St. Brown,DET,WR,3.5,4.437743951508125,0.6923905786142691,Watchlist Only - No Odds,Research Only - No Odds | Historical Test Only | Not Betting Ready,"No sportsbook odds are loaded. This is a model-probability watchlist, not a betting board."
receptions,Receptions,,D.Moore,CHI,WR,3.5,4.365922746194562,0.6787267190495575,Watchlist Only - No Odds,Research Only - No Odds | Historical Test Only | Not Betting Ready,"No sportsbook odds are loaded. This is a model-probability watchlist, not a betting board."
receptions,Receptions,,L.McConkey,LAC,WR,3.5,4.264222073634005,0.6589609004195582,Watchlist Only - No Odds,Research Only - No Odds | Historical Test Only | Not Betting Ready,"No sportsbook odds are loaded. This is a model-probability watchlist, not a betting board."
receptions,Receptions,,D.Adams,NYJ,WR,3.5,4.255672653092286,0.6572782747555381,Watchlist Only - No Odds,Research Only - No Odds | Historical Test Only | Not Betting Ready,"No sportsbook odds are loaded. This is a model-probability watchlist, not a betting board."
receptions,Receptions,,T.McLaurin,WAS,WR,3.5,4.224984020211031,0.6512128549222793,Watchlist Only - No Odds,Research Only - No Odds | Historical Test Only | Not Betting Ready,"No sportsbook odds are loaded. This is a model-probability watchlist, not a betting board."
receptions,Receptions,,D.Bell,CLE,WR,3.5,4.151085424530824,0.6364503831071865,Watchlist Only - No Odds,Research Only - No Odds | Historical Test Only | Not Betting Ready,"No sportsbook odds are loaded. This is a model-probability watchlist, not a betting board."
receptions,Receptions,,J.Jennings,SF,WR,3.5,4.117754558138258,0.6297235233765451,Watchlist Only - No Odds,Research Only - No Odds | Historical Test Only | Not Betting Ready,"No sportsbook odds are loaded. This is a model-probability watchlist, not a betting board."
receptions,Receptions,,M.Evans,TB,WR,3.5,4.114159134071059,0.6289954733786268,Watchlist Only - No Odds,Research Only - No Odds | Historical Test Only | Not Betting Ready,"No sportsbook odds are loaded. This is a model-probability watchlist, not a betting board."
receptions,Receptions,,M.Nabers,NYG,WR,3.5,4.059343309199105,0.6178398349895966,Watchlist Only - No Odds,Research Only - No Odds | Historical Test Only | Not Betting Ready,"No sportsbook odds are loaded. This is a model-probability watchlist, not a betting board."
receptions,Receptions,,J.Smith-Njigba,SEA,WR,3.5,4.03912270111702,0.6136993255908569,Watchlist Only - No Odds,Research Only - No Odds | Historical Test Only | Not Betting Ready,"No sportsbook odds are loaded. This is a model-probability watchlist, not a betting board."
receptions,Receptions,,J.Meyers,LV,WR,3.5,3.900924662551004,0.5850768483852455,Watchlist Only - No Odds,Research Only - No Odds | Historical Test Only | Not Betting Ready,"No sportsbook odds are loaded. This is a model-probability watchlist, not a betting board."
receptions,Receptions,,S.Diggs,HOU,WR,3.5,3.88928212618192,0.5826424653010598,Watchlist Only - No Odds,Research Only - No Odds | Historical Test Only | Not Betting Ready,"No sportsbook odds are loaded. This is a model-probability watchlist, not a betting board."
receptions,Receptions,,W.Robinson,NYG,WR,3.5,3.860322728810054,0.5765736708134159,Watchlist Only - No Odds,Research Only - No Odds | Historical Test Only | Not Betting Ready,"No sportsbook odds are loaded. This is a model-probability watchlist, not a betting board."
receptions,Receptions,,C.Godwin,TB,WR,3.5,3.855401322202437,0.5755404799670811,Watchlist Only - No Odds,Research Only - No Odds | Historical Test Only | Not Betting Ready,"No sportsbook odds are loaded. This is a model-probability watchlist, not a betting board."
receptions,Receptions,,D.Brown,WAS,WR,3.5,3.841183666562065,0.5725527593327211,Watchlist Only - No Odds,Research Only - No Odds | Historical Test Only | Not Betting Ready,"No sportsbook odds are loaded. This is a model-probability watchlist, not a betting board."
receptions,Receptions,,K.Allen,CHI,WR,3.5,3.812343086402927,0.566479532424181,Watchlist Only - No Odds,Research Only - No Odds | Historical Test Only | Not Betting Ready,"No sportsbook odds are loaded. This is a model-probability watchlist, not a betting board."
receptions,Receptions,,T.McBride,ARI,TE,3.5,3.778743347250189,0.5593843758566422,Watchlist Only - No Odds,Research Only - No Odds | Historical Test Only | Not Betting Ready,"No sportsbook odds are loaded. This is a model-probability watchlist, not a betting board."
